year,province,battle,adjacent_battle,road_battle,lagged_battle,peace_years,neighbors,area,region_tousan,region_toukai,region_hokuriku,region_kinai,region_nankai,region_sanin,region_sanyou,region_saikai,terrain_ruggedness
1542,sagami,0,1,0,0,7,4,2002.77,0,1,0,0,0,0,0,0,184.31
1542,sanuki,0,0,0,0,2,2,1652.96,0,0,0,0,1,0,0,0,167.94
1542,satsuma,1,0,0,0,0,3,3539.38,0,0,0,0,0,0,0,1,154.55
1542,settsu,0,1,1,1,1,5,1380.59,0,0,0,1,0,0,0,0,131.81
1542,shima,0,0,0,0,76,1,343.43,0,1,0,0,0,0,0,0,100.57
1542,shimotsuke,0,1,1,0,3,4,6291.09,1,0,0,0,0,0,0,0,179.99
1542,shimousa,0,0,0,0,4,5,2833.68,0,1,0,0,0,0,0,0,15.3
1542,shinano,1,1,1,1,0,10,12083.18,1,0,0,0,0,0,0,0,350.72
1542,suo,0,1,1,0,72,3,3549.75,0,0,0,0,0,0,1,0,196.93
1542,suruga,0,1,1,0,3,5,3348.18,0,1,0,0,0,0,0,0,333.95
1542,tajima,0,1,1,0,38,4,2334.59,0,0,0,0,0,1,0,0,276.47
1542,tanba,0,1,1,0,4,7,2805.21,0,0,0,0,0,1,0,0,209.63
1542,tango,0,0,0,0,25,3,1352.15,0,0,0,0,0,1,0,0,201.56
1542,tosa,0,0,0,0,6,2,7174.71,0,0,0,0,1,0,0,0,319.07
1542,toutoumi,0,1,1,0,25,3,2979.13,0,1,0,0,0,0,0,0,235.65
1542,wakasa,0,0,0,0,16,4,904.47,0,0,1,0,0,0,0,0,276.13
1542,yamashiro,1,1,1,0,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1542,yamato,0,1,1,0,10,5,3679.69,0,0,0,1,0,0,0,0,305.85
1543,aki,1,0,0,1,0,3,4313.56,0,0,0,0,0,0,1,0,229.41
1543,awa1,0,0,0,0,9,1,686.77,0,1,0,0,0,0,0,0,104.67
1543,awa2,0,1,0,0,77,3,4132.61,0,0,0,0,1,0,0,0,337.25
1543,bicchu,0,0,0,0,4,4,2638.75,0,0,0,0,0,0,1,0,184.23
1543,bingo,0,1,1,0,2,5,3715.59,0,0,0,0,0,0,1,0,166.73
1543,bizen,0,1,1,0,9,3,1820.08,0,0,0,0,0,0,1,0,145.03
1543,bungo,0,1,1,0,9,5,5401.68,0,0,0,0,0,0,0,1,210.23
1543,buzen,0,0,0,0,9,2,2103.64,0,0,0,0,0,0,0,1,177.36
1543,chikugo,0,1,1,0,9,4,1275.43,0,0,0,0,0,0,0,1,136.77
1543,chikuzen,0,0,0,0,10,4,2492.58,0,0,0,0,0,0,0,1,162.61
1543,dewa,0,1,1,0,23,2,18401.59,1,0,0,0,0,0,0,0,190.97
1543,ecchu,0,1,1,0,15,5,4246.09,0,0,1,0,0,0,0,0,325.31
1543,echigo,1,1,1,0,0,5,11515.81,0,0,1,0,0,0,0,0,242.35
1543,echizen,0,1,0,0,36,5,3298.5,0,0,1,0,0,0,0,0,273.09
1543,harima,1,0,0,0,0,6,4211.55,0,0,0,0,0,0,1,0,187.01
1543,hida,0,1,1,0,22,5,4195.8,1,0,0,0,0,0,0,0,385.48
1543,higo,1,1,1,0,0,4,7324.94,0,0,0,0,0,0,0,1,211.91
1543,hitachi,1,1,1,0,0,3,5562.37,0,1,0,0,0,0,0,0,72.34
1543,hizen,0,0,0,0,4,2,4760.32,0,0,0,0,0,0,0,1,167.53
1543,houki,0,1,1,0,3,5,2036.37,0,0,0,0,0,1,0,0,213.27
1543,hyuuga,1,1,1,1,0,4,8227.16,0,0,0,0,0,0,0,1,252.52
1543,iga,0,1,0,0,41,4,885.44,0,1,0,0,0,0,0,0,171.69
1543,inaba,0,1,0,0,2,4,1432.43,0,0,0,0,0,1,0,0,270.71
1543,ise,0,1,0,0,34,7,3506.41,0,1,0,0,0,0,0,0,201.76
1543,iwami,0,1,1,0,2,5,3760.11,0,0,0,0,0,1,0,0,217.38
1543,iyo,0,1,1,0,13,3,5461.32,0,0,0,0,1,0,0,0,316.54
1543,izu,0,0,0,0,50,2,1470.43,0,1,0,0,0,0,0,0,260.25
1543,izumi,1,1,1,1,0,3,738.87,0,0,0,1,0,0,0,0,131.45
1543,izumo,1,0,0,1,0,3,2687.53,0,0,0,0,0,1,0,0,155.56
1543,kaga,0,0,0,0,11,4,2171.04,0,0,1,0,0,0,0,0,248.98
1543,kai,0,1,0,0,2,4,4471.08,0,1,0,0,0,0,0,0,394.21
1543,kawachi,0,1,1,1,1,5,405.67,0,0,0,1,0,0,0,0,87.56
1543,kazusa,0,0,0,0,26,2,2583.24,0,1,0,0,0,0,0,0,44.8
1543,kii,0,1,1,0,22,4,5712.59,0,0,0,0,1,0,0,0,254.03
1543,kouzuke,0,1,1,0,12,6,6395.51,1,0,0,0,0,0,0,0,257.99
1543,mikawa,1,1,0,1,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1543,mimasaka,0,1,1,0,7,5,2570.88,0,0,0,0,0,0,1,0,217.15
1543,mino,0,1,1,1,1,7,7914.92,1,0,0,0,0,0,0,0,279.26
1543,musashi,0,1,0,0,4,5,5933.03,0,1,0,0,0,0,0,0,123.41
1543,mutsu,1,0,0,1,0,5,48432.08,1,0,0,0,0,0,0,0,183.43
1543,nagato,0,0,0,0,73,2,2372,0,0,0,0,0,0,1,0,173.88
1543,noto,0,0,0,0,77,2,2063.37,0,0,1,0,0,0,0,0,110.32
1543,osumi,0,1,1,1,1,2,3834.17,0,0,0,0,0,0,0,1,210.86
1543,oumi,0,1,1,0,5,7,3909.26,1,0,0,0,0,0,0,0,168.49
1543,owari,0,1,1,0,8,3,1751.16,0,1,0,0,0,0,0,0,29.4
1543,sagami,0,0,0,0,8,4,2002.77,0,1,0,0,0,0,0,0,184.31
1543,sanuki,0,0,0,0,3,2,1652.96,0,0,0,0,1,0,0,0,167.94
1543,satsuma,0,1,1,1,1,3,3539.38,0,0,0,0,0,0,0,1,154.55
1543,settsu,0,1,1,0,2,5,1380.59,0,0,0,1,0,0,0,0,131.81
1543,shima,0,0,0,0,77,1,343.43,0,1,0,0,0,0,0,0,100.57
1543,shimotsuke,0,1,1,0,4,4,6291.09,1,0,0,0,0,0,0,0,179.99
1543,shimousa,0,1,1,0,5,5,2833.68,0,1,0,0,0,0,0,0,15.3
1543,shinano,1,1,1,1,0,10,12083.18,1,0,0,0,0,0,0,0,350.72
1543,suo,0,1,1,0,73,3,3549.75,0,0,0,0,0,0,1,0,196.93
1543,suruga,0,1,0,0,4,5,3348.18,0,1,0,0,0,0,0,0,333.95
1543,tajima,0,1,0,0,39,4,2334.59,0,0,0,0,0,1,0,0,276.47
1543,tanba,0,1,1,0,5,7,2805.21,0,0,0,0,0,1,0,0,209.63
1543,tango,0,0,0,0,26,3,1352.15,0,0,0,0,0,1,0,0,201.56
1543,tosa,1,0,0,0,0,2,7174.71,0,0,0,0,1,0,0,0,319.07
1543,toutoumi,0,1,1,0,26,3,2979.13,0,1,0,0,0,0,0,0,235.65
1543,wakasa,0,0,0,0,17,4,904.47,0,0,1,0,0,0,0,0,276.13
1543,yamashiro,0,1,1,1,1,6,1038.34,0,0,0,1,0,0,0,0,151.14
1543,yamato,1,1,1,0,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1544,aki,0,1,1,1,1,3,4313.56,0,0,0,0,0,0,1,0,229.41
1544,awa1,0,0,0,0,10,1,686.77,0,1,0,0,0,0,0,0,104.67
1544,awa2,0,1,0,0,78,3,4132.61,0,0,0,0,1,0,0,0,337.25
1544,bicchu,0,1,1,0,5,4,2638.75,0,0,0,0,0,0,1,0,184.23
1544,bingo,1,1,1,0,0,5,3715.59,0,0,0,0,0,0,1,0,166.73
1544,bizen,0,1,1,0,10,3,1820.08,0,0,0,0,0,0,1,0,145.03
1544,bungo,1,1,1,0,0,5,5401.68,0,0,0,0,0,0,0,1,210.23
1544,buzen,0,1,1,0,10,2,2103.64,0,0,0,0,0,0,0,1,177.36
1544,chikugo,0,1,1,0,10,4,1275.43,0,0,0,0,0,0,0,1,136.77
1544,chikuzen,0,1,1,0,11,4,2492.58,0,0,0,0,0,0,0,1,162.61
1544,dewa,0,1,1,0,24,2,18401.59,1,0,0,0,0,0,0,0,190.97
1544,ecchu,0,1,1,0,16,5,4246.09,0,0,1,0,0,0,0,0,325.31
1544,echigo,0,1,1,1,1,5,11515.81,0,0,1,0,0,0,0,0,242.35
1544,echizen,0,1,0,0,37,5,3298.5,0,0,1,0,0,0,0,0,273.09
1544,harima,0,0,0,1,1,6,4211.55,0,0,0,0,0,0,1,0,187.01
1544,hida,0,1,1,0,23,5,4195.8,1,0,0,0,0,0,0,0,385.48
1544,higo,0,1,1,1,1,4,7324.94,0,0,0,0,0,0,0,1,211.91
1544,hitachi,0,1,1,1,1,3,5562.37,0,1,0,0,0,0,0,0,72.34
1544,hizen,0,0,0,0,5,2,4760.32,0,0,0,0,0,0,0,1,167.53
1544,houki,0,1,1,0,4,5,2036.37,0,0,0,0,0,1,0,0,213.27
1544,hyuuga,0,1,1,1,1,4,8227.16,0,0,0,0,0,0,0,1,252.52
1544,iga,0,1,0,0,42,4,885.44,0,1,0,0,0,0,0,0,171.69
1544,inaba,0,1,0,0,3,4,1432.43,0,0,0,0,0,1,0,0,270.71
1544,ise,0,1,0,0,35,7,3506.41,0,1,0,0,0,0,0,0,201.76
1544,iwami,1,1,1,0,0,5,3760.11,0,0,0,0,0,1,0,0,217.38
1544,iyo,0,1,1,0,14,3,5461.32,0,0,0,0,1,0,0,0,316.54
1544,izu,0,0,0,0,51,2,1470.43,0,1,0,0,0,0,0,0,260.25
1544,izumi,0,0,0,1,1,3,738.87,0,0,0,1,0,0,0,0,131.45
1544,izumo,0,1,1,1,1,3,2687.53,0,0,0,0,0,1,0,0,155.56
1544,kaga,0,0,0,0,12,4,2171.04,0,0,1,0,0,0,0,0,248.98
1544,kai,0,1,0,0,3,4,4471.08,0,1,0,0,0,0,0,0,394.21
1544,kawachi,0,1,1,0,2,5,405.67,0,0,0,1,0,0,0,0,87.56
1544,kazusa,0,0,0,0,27,2,2583.24,0,1,0,0,0,0,0,0,44.8
1544,kii,0,1,1,0,23,4,5712.59,0,0,0,0,1,0,0,0,254.03
1544,kouzuke,0,1,1,0,13,6,6395.51,1,0,0,0,0,0,0,0,257.99
1544,mikawa,0,1,0,1,1,4,3370.87,0,1,0,0,0,0,0,0,153.71
1544,mimasaka,0,1,1,0,8,5,2570.88,0,0,0,0,0,0,1,0,217.15
1544,mino,1,1,1,0,0,7,7914.92,1,0,0,0,0,0,0,0,279.26
1544,musashi,0,1,0,0,5,5,5933.03,0,1,0,0,0,0,0,0,123.41
1544,mutsu,1,1,1,1,0,5,48432.08,1,0,0,0,0,0,0,0,183.43
1544,nagato,0,1,1,0,74,2,2372,0,0,0,0,0,0,1,0,173.88
1544,noto,0,0,0,0,78,2,2063.37,0,0,1,0,0,0,0,0,110.32
1544,osumi,0,1,1,0,2,2,3834.17,0,0,0,0,0,0,0,1,210.86
1544,oumi,0,1,1,0,6,7,3909.26,1,0,0,0,0,0,0,0,168.49
1544,owari,0,1,1,0,9,3,1751.16,0,1,0,0,0,0,0,0,29.4
1544,sagami,0,0,0,0,9,4,2002.77,0,1,0,0,0,0,0,0,184.31
1544,sanuki,0,0,0,0,4,2,1652.96,0,0,0,0,1,0,0,0,167.94
1544,satsuma,0,1,1,0,2,3,3539.38,0,0,0,0,0,0,0,1,154.55
1544,settsu,0,1,1,0,3,5,1380.59,0,0,0,1,0,0,0,0,131.81
1544,shima,0,0,0,0,78,1,343.43,0,1,0,0,0,0,0,0,100.57
1544,shimotsuke,0,1,1,0,5,4,6291.09,1,0,0,0,0,0,0,0,179.99
1544,shimousa,0,1,1,0,6,5,2833.68,0,1,0,0,0,0,0,0,15.3
1544,shinano,1,1,1,1,0,10,12083.18,1,0,0,0,0,0,0,0,350.72
1544,suo,0,1,1,0,74,3,3549.75,0,0,0,0,0,0,1,0,196.93
1544,suruga,0,1,0,0,5,5,3348.18,0,1,0,0,0,0,0,0,333.95
1544,tajima,0,1,0,0,40,4,2334.59,0,0,0,0,0,1,0,0,276.47
1544,tanba,0,1,0,0,6,7,2805.21,0,0,0,0,0,1,0,0,209.63
1544,tango,0,0,0,0,27,3,1352.15,0,0,0,0,0,1,0,0,201.56
1544,tosa,1,0,0,1,0,2,7174.71,0,0,0,0,1,0,0,0,319.07
1544,toutoumi,0,1,1,0,27,3,2979.13,0,1,0,0,0,0,0,0,235.65
1544,wakasa,0,0,0,0,18,4,904.47,0,0,1,0,0,0,0,0,276.13
1544,yamashiro,0,1,1,0,2,6,1038.34,0,0,0,1,0,0,0,0,151.14
1544,yamato,1,0,0,1,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1545,aki,0,1,1,0,2,3,4313.56,0,0,0,0,0,0,1,0,229.41
1545,awa1,0,0,0,0,11,1,686.77,0,1,0,0,0,0,0,0,104.67
1545,awa2,0,1,0,0,79,3,4132.61,0,0,0,0,1,0,0,0,337.25
1545,bicchu,0,1,1,0,6,4,2638.75,0,0,0,0,0,0,1,0,184.23
1545,bingo,0,1,0,1,1,5,3715.59,0,0,0,0,0,0,1,0,166.73
1545,bizen,1,0,0,0,0,3,1820.08,0,0,0,0,0,0,1,0,145.03
1545,bungo,0,1,1,1,1,5,5401.68,0,0,0,0,0,0,0,1,210.23
1545,buzen,0,1,1,0,11,2,2103.64,0,0,0,0,0,0,0,1,177.36
1545,chikugo,0,1,1,0,11,4,1275.43,0,0,0,0,0,0,0,1,136.77
1545,chikuzen,0,1,1,0,12,4,2492.58,0,0,0,0,0,0,0,1,162.61
1545,dewa,0,1,1,0,25,2,18401.59,1,0,0,0,0,0,0,0,190.97
1545,ecchu,0,1,0,0,17,5,4246.09,0,0,1,0,0,0,0,0,325.31
1545,echigo,0,1,1,0,2,5,11515.81,0,0,1,0,0,0,0,0,242.35
1545,echizen,0,1,0,0,38,5,3298.5,0,0,1,0,0,0,0,0,273.09
1545,harima,0,1,1,0,2,6,4211.55,0,0,0,0,0,0,1,0,187.01
1545,hida,0,1,1,0,24,5,4195.8,1,0,0,0,0,0,0,0,385.48
1545,higo,0,1,1,0,2,4,7324.94,0,0,0,0,0,0,0,1,211.91
1545,hitachi,0,1,1,0,2,3,5562.37,0,1,0,0,0,0,0,0,72.34
1545,hizen,1,0,0,0,0,2,4760.32,0,0,0,0,0,0,0,1,167.53
1545,houki,0,1,0,0,5,5,2036.37,0,0,0,0,0,1,0,0,213.27
1545,hyuuga,1,1,1,0,0,4,8227.16,0,0,0,0,0,0,0,1,252.52
1545,iga,0,1,0,0,43,4,885.44,0,1,0,0,0,0,0,0,171.69
1545,inaba,0,0,0,0,4,4,1432.43,0,0,0,0,0,1,0,0,270.71
1545,ise,0,1,0,0,36,7,3506.41,0,1,0,0,0,0,0,0,201.76
1545,iwami,0,1,0,1,1,5,3760.11,0,0,0,0,0,1,0,0,217.38
1545,iyo,0,1,1,0,15,3,5461.32,0,0,0,0,1,0,0,0,316.54
1545,izu,0,1,0,0,52,2,1470.43,0,1,0,0,0,0,0,0,260.25
1545,izumi,0,0,0,0,2,3,738.87,0,0,0,1,0,0,0,0,131.45
1545,izumo,0,1,1,0,2,3,2687.53,0,0,0,0,0,1,0,0,155.56
1545,kaga,0,0,0,0,13,4,2171.04,0,0,1,0,0,0,0,0,248.98
1545,kai,0,1,1,0,4,4,4471.08,0,1,0,0,0,0,0,0,394.21
1545,kawachi,0,1,1,0,3,5,405.67,0,0,0,1,0,0,0,0,87.56
1545,kazusa,0,0,0,0,28,2,2583.24,0,1,0,0,0,0,0,0,44.8
1545,kii,0,1,0,0,24,4,5712.59,0,0,0,0,1,0,0,0,254.03
1545,kouzuke,0,1,1,0,14,6,6395.51,1,0,0,0,0,0,0,0,257.99
1545,mikawa,1,1,0,0,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1545,mimasaka,0,1,0,0,9,5,2570.88,0,0,0,0,0,0,1,0,217.15
1545,mino,0,1,1,1,1,7,7914.92,1,0,0,0,0,0,0,0,279.26
1545,musashi,1,1,0,0,0,5,5933.03,0,1,0,0,0,0,0,0,123.41
1545,mutsu,0,0,0,1,1,5,48432.08,1,0,0,0,0,0,0,0,183.43
1545,nagato,0,1,1,0,75,2,2372,0,0,0,0,0,0,1,0,173.88
1545,noto,0,0,0,0,79,2,2063.37,0,0,1,0,0,0,0,0,110.32
1545,osumi,0,1,1,0,3,2,3834.17,0,0,0,0,0,0,0,1,210.86
1545,oumi,0,1,1,0,7,7,3909.26,1,0,0,0,0,0,0,0,168.49
1545,owari,0,1,1,0,10,3,1751.16,0,1,0,0,0,0,0,0,29.4
1545,sagami,0,1,1,0,10,4,2002.77,0,1,0,0,0,0,0,0,184.31
1545,sanuki,0,0,0,0,5,2,1652.96,0,0,0,0,1,0,0,0,167.94
1545,satsuma,0,1,0,0,3,3,3539.38,0,0,0,0,0,0,0,1,154.55
1545,settsu,0,1,1,0,4,5,1380.59,0,0,0,1,0,0,0,0,131.81
1545,shima,0,0,0,0,79,1,343.43,0,1,0,0,0,0,0,0,100.57
1545,shimotsuke,0,1,1,0,6,4,6291.09,1,0,0,0,0,0,0,0,179.99
1545,shimousa,0,1,1,0,7,5,2833.68,0,1,0,0,0,0,0,0,15.3
1545,shinano,1,1,1,1,0,10,12083.18,1,0,0,0,0,0,0,0,350.72
1545,suo,0,1,0,0,75,3,3549.75,0,0,0,0,0,0,1,0,196.93
1545,suruga,1,1,0,0,0,5,3348.18,0,1,0,0,0,0,0,0,333.95
1545,tajima,0,1,1,0,41,4,2334.59,0,0,0,0,0,1,0,0,276.47
1545,tanba,1,1,1,0,0,7,2805.21,0,0,0,0,0,1,0,0,209.63
1545,tango,0,1,1,0,28,3,1352.15,0,0,0,0,0,1,0,0,201.56
1545,tosa,0,0,0,1,1,2,7174.71,0,0,0,0,1,0,0,0,319.07
1545,toutoumi,0,1,1,0,28,3,2979.13,0,1,0,0,0,0,0,0,235.65
1545,wakasa,0,1,0,0,19,4,904.47,0,0,1,0,0,0,0,0,276.13
1545,yamashiro,1,1,1,0,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1545,yamato,0,1,1,1,1,5,3679.69,0,0,0,1,0,0,0,0,305.85
1546,aki,0,0,0,0,3,3,4313.56,0,0,0,0,0,0,1,0,229.41
1546,awa1,0,0,0,0,12,1,686.77,0,1,0,0,0,0,0,0,104.67
1546,awa2,0,1,0,0,80,3,4132.61,0,0,0,0,1,0,0,0,337.25
1546,bicchu,0,1,1,0,7,4,2638.75,0,0,0,0,0,0,1,0,184.23
1546,bingo,0,0,0,0,2,5,3715.59,0,0,0,0,0,0,1,0,166.73
1546,bizen,0,0,0,1,1,3,1820.08,0,0,0,0,0,0,1,0,145.03
1546,bungo,0,1,1,0,2,5,5401.68,0,0,0,0,0,0,0,1,210.23
1546,buzen,0,0,0,0,12,2,2103.64,0,0,0,0,0,0,0,1,177.36
1546,chikugo,0,1,1,0,12,4,1275.43,0,0,0,0,0,0,0,1,136.77
1546,chikuzen,0,1,1,0,13,4,2492.58,0,0,0,0,0,0,0,1,162.61
1546,dewa,0,0,0,0,26,2,18401.59,1,0,0,0,0,0,0,0,190.97
1546,ecchu,0,1,0,0,18,5,4246.09,0,0,1,0,0,0,0,0,325.31
1546,echigo,0,1,1,0,3,5,11515.81,0,0,1,0,0,0,0,0,242.35
1546,echizen,0,0,0,0,39,5,3298.5,0,0,1,0,0,0,0,0,273.09
1546,harima,0,1,1,0,3,6,4211.55,0,0,0,0,0,0,1,0,187.01
1546,hida,0,1,0,0,25,5,4195.8,1,0,0,0,0,0,0,0,385.48
1546,higo,0,1,0,0,3,4,7324.94,0,0,0,0,0,0,0,1,211.91
1546,hitachi,1,0,0,0,0,3,5562.37,0,1,0,0,0,0,0,0,72.34
1546,hizen,1,0,0,1,0,2,4760.32,0,0,0,0,0,0,0,1,167.53
1546,houki,0,0,0,0,6,5,2036.37,0,0,0,0,0,1,0,0,213.27
1546,hyuuga,0,0,0,1,1,4,8227.16,0,0,0,0,0,0,0,1,252.52
1546,iga,0,1,0,0,44,4,885.44,0,1,0,0,0,0,0,0,171.69
1546,inaba,0,0,0,0,5,4,1432.43,0,0,0,0,0,1,0,0,270.71
1546,ise,0,1,0,0,37,7,3506.41,0,1,0,0,0,0,0,0,201.76
1546,iwami,0,0,0,0,2,5,3760.11,0,0,0,0,0,1,0,0,217.38
1546,iyo,1,0,0,0,0,3,5461.32,0,0,0,0,1,0,0,0,316.54
1546,izu,0,1,0,0,53,2,1470.43,0,1,0,0,0,0,0,0,260.25
1546,izumi,1,1,1,0,0,3,738.87,0,0,0,1,0,0,0,0,131.45
1546,izumo,0,0,0,0,3,3,2687.53,0,0,0,0,0,1,0,0,155.56
1546,kaga,0,0,0,0,14,4,2171.04,0,0,1,0,0,0,0,0,248.98
1546,kai,0,1,1,0,5,4,4471.08,0,1,0,0,0,0,0,0,394.21
1546,kawachi,0,1,1,0,4,5,405.67,0,0,0,1,0,0,0,0,87.56
1546,kazusa,0,0,0,0,29,2,2583.24,0,1,0,0,0,0,0,0,44.8
1546,kii,0,1,1,0,25,4,5712.59,0,0,0,0,1,0,0,0,254.03
1546,kouzuke,0,1,1,0,15,6,6395.51,1,0,0,0,0,0,0,0,257.99
1546,mikawa,1,1,0,1,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1546,mimasaka,0,1,0,0,10,5,2570.88,0,0,0,0,0,0,1,0,217.15
1546,mino,0,1,1,0,2,7,7914.92,1,0,0,0,0,0,0,0,279.26
1546,musashi,1,1,0,1,0,5,5933.03,0,1,0,0,0,0,0,0,123.41
1546,mutsu,0,1,1,0,2,5,48432.08,1,0,0,0,0,0,0,0,183.43
1546,nagato,0,0,0,0,76,2,2372,0,0,0,0,0,0,1,0,173.88
1546,noto,0,0,0,0,80,2,2063.37,0,0,1,0,0,0,0,0,110.32
1546,osumi,0,1,1,0,4,2,3834.17,0,0,0,0,0,0,0,1,210.86
1546,oumi,0,1,1,0,8,7,3909.26,1,0,0,0,0,0,0,0,168.49
1546,owari,0,1,1,0,11,3,1751.16,0,1,0,0,0,0,0,0,29.4
1546,sagami,0,1,1,0,11,4,2002.77,0,1,0,0,0,0,0,0,184.31
1546,sanuki,0,1,1,0,6,2,1652.96,0,0,0,0,1,0,0,0,167.94
1546,satsuma,0,1,0,0,4,3,3539.38,0,0,0,0,0,0,0,1,154.55
1546,settsu,1,1,1,0,0,5,1380.59,0,0,0,1,0,0,0,0,131.81
1546,shima,0,0,0,0,80,1,343.43,0,1,0,0,0,0,0,0,100.57
1546,shimotsuke,1,0,0,0,0,4,6291.09,1,0,0,0,0,0,0,0,179.99
1546,shimousa,0,1,1,0,8,5,2833.68,0,1,0,0,0,0,0,0,15.3
1546,shinano,1,1,0,1,0,10,12083.18,1,0,0,0,0,0,0,0,350.72
1546,suo,0,0,0,0,76,3,3549.75,0,0,0,0,0,0,1,0,196.93
1546,suruga,0,1,0,1,1,5,3348.18,0,1,0,0,0,0,0,0,333.95
1546,tajima,0,1,1,0,42,4,2334.59,0,0,0,0,0,1,0,0,276.47
1546,tanba,1,1,1,1,0,7,2805.21,0,0,0,0,0,1,0,0,209.63
1546,tango,0,1,1,0,29,3,1352.15,0,0,0,0,0,1,0,0,201.56
1546,tosa,0,1,1,0,2,2,7174.71,0,0,0,0,1,0,0,0,319.07
1546,toutoumi,0,1,1,0,29,3,2979.13,0,1,0,0,0,0,0,0,235.65
1546,wakasa,0,1,0,0,20,4,904.47,0,0,1,0,0,0,0,0,276.13
1546,yamashiro,1,1,1,1,0,6,1038.34,0,0,0,1,0,0,0,0,151.14
1546,yamato,1,1,1,0,0,5,3679.69,0,0,0,1,0,0,0,0,305.85
1547,aki,1,0,0,0,0,3,4313.56,0,0,0,0,0,0,1,0,229.41
1547,awa1,0,0,0,0,13,1,686.77,0,1,0,0,0,0,0,0,104.67
1547,awa2,0,1,0,0,81,3,4132.61,0,0,0,0,1,0,0,0,337.25
1547,bicchu,0,1,1,0,8,4,2638.75,0,0,0,0,0,0,1,0,184.23
1547,bingo,1,1,1,0,0,5,3715.59,0,0,0,0,0,0,1,0,166.73
1547,bizen,0,0,0,0,2,3,1820.08,0,0,0,0,0,0,1,0,145.03
1547,bungo,0,1,1,0,3,5,5401.68,0,0,0,0,0,0,0,1,210.23
1547,buzen,0,0,0,0,13,2,2103.64,0,0,0,0,0,0,0,1,177.36
1547,chikugo,0,1,1,0,13,4,1275.43,0,0,0,0,0,0,0,1,136.77
1547,chikuzen,0,1,1,0,14,4,2492.58,0,0,0,0,0,0,0,1,162.61
1547,dewa,1,1,0,0,0,2,18401.59,1,0,0,0,0,0,0,0,190.97
1547,ecchu,0,1,1,0,19,5,4246.09,0,0,1,0,0,0,0,0,325.31
1547,echigo,1,1,1,0,0,5,11515.81,0,0,1,0,0,0,0,0,242.35
1547,echizen,0,1,0,0,40,5,3298.5,0,0,1,0,0,0,0,0,273.09
1547,harima,0,1,1,0,4,6,4211.55,0,0,0,0,0,0,1,0,187.01
1547,hida,0,1,1,0,26,5,4195.8,1,0,0,0,0,0,0,0,385.48
1547,higo,0,1,0,0,4,4,7324.94,0,0,0,0,0,0,0,1,211.91
1547,hitachi,0,1,0,1,1,3,5562.37,0,1,0,0,0,0,0,0,72.34
1547,hizen,1,0,0,1,0,2,4760.32,0,0,0,0,0,0,0,1,167.53
1547,houki,0,1,0,0,7,5,2036.37,0,0,0,0,0,1,0,0,213.27
1547,hyuuga,1,0,0,0,0,4,8227.16,0,0,0,0,0,0,0,1,252.52
1547,iga,0,1,0,0,45,4,885.44,0,1,0,0,0,0,0,0,171.69
1547,inaba,0,0,0,0,6,4,1432.43,0,0,0,0,0,1,0,0,270.71
1547,ise,0,1,0,0,38,7,3506.41,0,1,0,0,0,0,0,0,201.76
1547,iwami,0,1,0,0,3,5,3760.11,0,0,0,0,0,1,0,0,217.38
1547,iyo,0,1,1,1,1,3,5461.32,0,0,0,0,1,0,0,0,316.54
1547,izu,0,0,0,0,54,2,1470.43,0,1,0,0,0,0,0,0,260.25
1547,izumi,0,1,1,1,1,3,738.87,0,0,0,1,0,0,0,0,131.45
1547,izumo,0,1,0,0,4,3,2687.53,0,0,0,0,0,1,0,0,155.56
1547,kaga,0,0,0,0,15,4,2171.04,0,0,1,0,0,0,0,0,248.98
1547,kai,0,1,0,0,6,4,4471.08,0,1,0,0,0,0,0,0,394.21
1547,kawachi,0,1,1,0,5,5,405.67,0,0,0,1,0,0,0,0,87.56
1547,kazusa,0,0,0,0,30,2,2583.24,0,1,0,0,0,0,0,0,44.8
1547,kii,0,1,1,0,26,4,5712.59,0,0,0,0,1,0,0,0,254.03
1547,kouzuke,0,1,1,0,16,6,6395.51,1,0,0,0,0,0,0,0,257.99
1547,mikawa,1,1,0,1,0,4,3370.87,0,1,0,0,0,0,0,0,153.71
1547,mimasaka,0,0,0,0,11,5,2570.88,0,0,0,0,0,0,1,0,217.15
1547,mino,1,1,1,0,0,7,7914.92,1,0,0,0,0,0,0,0,279.26
1547,musashi,1,1,0,1,0,5,5933.03,0,1,0,0,0,0,0,0,123.41
1547,mutsu,0,1,1,0,3,5,48432.08,1,0,0,0,0,0,0,0,183.43
1547,nagato,0,0,0,0,77,2,2372,0,0,0,0,0,0,1,0,173.88
1547,noto,0,0,0,0,81,2,2063.37,0,0,1,0,0,0,0,0,110.32
1547,osumi,0,1,1,0,5,2,3834.17,0,0,0,0,0,0,0,1,210.86
1547,oumi,0,1,1,0,9,7,3909.26,1,0,0,0,0,0,0,0,168.49
1547,owari,0,1,1,0,12,3,1751.16,0,1,0,0,0,0,0,0,29.4
